Num_Acc,jour,mois,an,hrmn,lum,dep,com,agg,int,atm,col,adr,lat,long,catr,voie,v1,v2,circ,nbv,vosp,prof,pr,pr1,plan,lartpc,larrout,surf,infra,situ,vma
202300000892,2,5,2023,10:45,1,033,33063,2,2,1,6,Rue Tastet,44.83502,-0.58222,4,RUE DE BELFORT,0,,1,2,2,1, -1, -1,1,, -1,1,0,1,50
202300000892,2,5,2023,10:45,1,033,33063,2,2,1,6,Rue Tastet,44.83502,-0.58222,4,RUE TASTET,0,,1,1,0,1, -1, -1,1,, -1,1,0,1,30
202300000962,29,11,2023,22:00,3,033,33075,1,1,3,6,ROCADE A 630,44.89014923,-0.6140703,1,ROCADE A 630,0,,3,6,0,1,9,239,2,, -1,2,0,1,90
202300001013,29,3,2023,10:45,1,033,33383,1,1,1,6,D103e5,45.34942085,-0.84008932,3,D103,-1,E,2,2,0,1,6,850,1,,"5,5",1,0,3,80
202300001033,28,3,2023,08:00,1,033,33550,1,1,1,2,ROCADE A 630,44.781,-0.581,1,ROCADE A 630,0,,3,6,0,1,29,374,1,,14,1,0,1,90
202300001036,27,3,2023,08:35,1,033,33039,1,1,1,2,ROUTE NATIONALE 230,44.80550858,-0.53030491,2,ROUTE NATIONALE 230,0,,3,6,0,1,34,313,1,,14,2,2,1,70
202300001039,27,3,2023,06:30,5,033,33318,1,1,2,3,AUTOROUTE A 63,44.78920107,-0.62058806,1,AUTOROUTE A 63,0,,3,6,0,1,25,125,3,,7,2,3,1,70
202300001083,9,6,2023,06:45,1,033,33522,2,6,1,3,Rond-point Crespy,44.80663,-0.5862,4,LECLERC (AVE MARECHAL),0,,2,3,2,1, -1, -1,1,, -1,1,5,1,50
202300001083,9,6,2023,06:45,1,033,33522,2,6,1,3,Rond-point Crespy,44.80663,-0.5862,4,PEYDAVANT (RUE ),0,,2,3,2,1, -1, -1,2,, -1,1,5,1,50
202300001096,4,5,2023,11:15,1,033,33063,2,2,7,2,Avenue de Verdun,44.83878,-0.62607,4,AVE DE VERDUN,0,,2,2,2,1, -1, -1,1,, -1,1,5,1,50
202300001096,4,5,2023,11:15,1,033,33063,2,2,7,2,Avenue de Verdun,44.83878,-0.62607,4,RUE ALFRED DE MUSSET,0,,2,2,2,1, -1, -1,1,, -1,1,5,8,30
202300001201,28,11,2023,22:50,5,033,33063,2,1,1,3,Boulevard des Fr̬res Moga,44.82302,-0.54234,4,BD DES FRERES MOGA,0,,2,4,0,1, -1, -1,1,, -1,1,0,1,50
202300001206,28,11,2023,18:30,5,033,33063,2,3,1,3,Cours Edouard Vaillant,44.86335,-0.56131,4,CRS EDOUARD VAILLANT,0,,2,2,1,1, -1, -1,1,, -1,1,0,1,50
202300001206,28,11,2023,18:30,5,033,33063,2,3,1,3,Cours Edouard Vaillant,44.86335,-0.56131,4,RUE COMMANDANT HAUTREUX,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300001212,28,11,2023,15:30,1,033,33063,2,3,1,2,Boulevard Alfred Daney,44.86749,-0.57241,4,BD ALFRED DANEY,0,,2,2,3,1, -1, -1,1,, -1,1,0,1,50
202300001212,28,11,2023,15:30,1,033,33063,2,3,1,2,Boulevard Alfred Daney,44.86749,-0.57241,4,RUE PROFESSEUR LANELONGUE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300001216,28,11,2023,10:50,1,033,33119,2,3,1,3,Rue Jules Guesde,44.85527526,-0.5357451,4,GUESDE (RUE JULES),0,,2,2,0,1, -1, -1,3,, -1,1,5,1,50
202300001216,28,11,2023,10:50,1,033,33119,2,3,1,3,Rue Jules Guesde,44.85527526,-0.5357451,4,JAURES (AVE JEAN),0,,2,4,3,1, -1, -1,1,, -1,1,5,1,50
202300001239,26,3,2023,10:00,1,033,33179,2,1,1,6,D18,44.998644,-0.275066,3,18,0,D,2,2,0,1,48,750,1,,6,1,0,3,50
202300001243,28,3,2023,04:30,3,033,33014,1,1,1,6,35 route de lyon,44.96895,-0.166072,3,,0,D,2,2,0,1,18,450,1,,7,1,0,1,80
202300001247,27,3,2023,22:53,3,033,33439,1,1,1,1,1 Lieu Dit la Guillotine,45.121582,-0.416536,3,18,-1,,2,2,0,2,27,600,1,,6,1,0,1,80
202300001251,28,3,2023,08:30,1,033,33051,2,1,7,3,136 Avenue de la C̫te d?Argent,44.640135,-0.962763,3,650,-1,D,3,2,0,1,1,180,1,, -1,1,0,1,50
202300001266,27,3,2023,11:20,1,033,33550,1,1,1,3,ROCADE A 630,44.77847408,-0.55457354,1,ROCADE A 630,0,,3,6,0,1,31,280,1,,14,1,0,1,90
202300001490,14,12,2023,18:15,5,033,33318,2,2,8,4,AVE PASTEUR,44.80591,-0.63315,4,AVE PASTEUR,0,,2,2,2,1, -1, -1,1,, -1,1,0,1,30
202300001490,14,12,2023,18:15,5,033,33318,2,2,8,4,AVE PASTEUR,44.80591,-0.63315,4,TRENDEL (RUE GEORGES),0,,1,2,1,1, -1, -1,1,, -1,1,0,1,30
202300001509,9,6,2023,19:50,1,033,33063,1,1,1,2,ROCADE A 630,44.880115,-0.537914,1,ROCADE A 630,0,,3,3,0,3,3,50,1,,14,1,2,1,70
202300001511,9,6,2023,13:35,1,033,33063,1,1,1,6,ROCADE A 630,44.88007,-0.53803,1,ROCADE A 630,0,,3,6,0,3,3,0,1,, -1,1,2,1,70
202300001722,24,10,2023,13:20,1,033,33013,1,1,1,4,ROUTE NATIONALE 230,44.8462,-0.50239,2,ROUTE NATIONALE 230,0,,3,6,0,1,39,850,1,, -1,1,0,1,90
202300001754,26,9,2023,10:23,1,033,33055,1,2,1,3,Rue de la Prade,45.323913,-0.905315,3,3,0,D,2,2,0,2,8,767,1,,4,1,0,1,80
202300001754,26,9,2023,10:23,1,033,33055,1,2,1,3,Rue de la Prade,45.323913,-0.905315,3,,0,,2,2,0,1, -1, -1,1,,4,1,0,1,80
202300001757,23,9,2023,16:00,1,033,33266,2,1,1,4,route de cavignac,45.05577,-0.327934,3,18,0,D,2,2,0,1,40,0,1,,"5,5",1,0,1,80
202300001775,19,8,2023,02:00,5,033,33063,2,6,1,7,Place Tourny,44.84523,-0.57805,4,,-1,,2, -1,3,1, -1, -1,1,, -1,1,5,1,50
202300001811,24,9,2023,00:45,5,033,33063,2,1,1,2,Rue Lucien Faure,44.86567,-0.56032,4,RUE LUCIEN FAURE,0,,2,4,3,1, -1, -1,1,, -1,1,0,1,50
202300001893,17,9,2023,18:25,2,033,33021,1,3,2,3,D12,44.504754,-0.137136,3,12,-1,D,2,2,0,1,12,330,1,,"5,5",2,0,1,80
202300001893,17,9,2023,18:25,2,033,33021,1,3,2,3,D12,44.504754,-0.137136,3,,-1,,2,2,-1,1, -1, -1,1,, -1,2,0,1,80
202300001948,6,7,2023,18:45,1,033,33226,2,1,1,6,Route de Cr̩on,44.71519861,-0.39050817,3,RD239,-1,,2,2,0,1,18,900,1,,5,1,0,1,50
202300001997,26,10,2023,05:15,3,033,33498,2,3,3,3,Route de Badet,44.546124,-0.8543,3,3,-1,,2,2,0,1,113,670,1,,"5,5",2,0,1,50
202300001997,26,10,2023,05:15,3,033,33498,2,3,3,3,Route de Badet,44.546124,-0.8543,3,,-1,,2, -1,-1,1, -1, -1,1,, -1,2,0,1,50
202300002031,20,9,2023,06:30,3,033,33184,1,2,1,3,les forgettes,45.168622,-0.543593,3,134,0,R,2,2,0,1,13,300,1,,"4,5",1,0,1,80
202300002031,20,9,2023,06:30,3,033,33184,1,2,1,3,les forgettes,45.168622,-0.543593,3,252,-1,D,2,2,0,1,7,0,1,,5,1,0,1,70
202300002316,5,5,2023,19:50,1,033,33397,1,1,1,2,AUTOROUTE A 10,44.91073,-0.48677,1,AUTOROUTE A 10,0,,3,6,0,1,539,500,1,, -1,1,0,1,110
202300002422,4,5,2023,23:02,5,033,33075,2,3,1,6,Avenue Jean Jaur̬s,44.8825,-0.5931,4,AVE JEAN JAURES,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300002422,4,5,2023,23:02,5,033,33075,2,3,1,6,Avenue Jean Jaur̬s,44.8825,-0.5931,4,,-1,,2,2,-1,1, -1, -1,1,, -1,1,0,1,-1
202300002425,4,5,2023,14:10,1,033,33063,2,2,1,3,Rue Bouthier,44.85205,-0.55708,4,QUAI DE BRAZZA,0,,2,2,1,1, -1, -1,1,, -1,1,0,1,50
202300002425,4,5,2023,14:10,1,033,33063,2,2,1,3,Rue Bouthier,44.85205,-0.55708,4,RUE BOUTHIER,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300002610,7,12,2023,20:30,3,033,33063,2,1,3,2,Avenue de Nontraste,44.87721846,-0.56599438,4,AVE DE NONTRASTE,0,,1,4,0,3, -1, -1,3,, -1,2,0,1,50
202300002838,4,6,2023,01:20,3,033,33166,2,2,1,2,Le Bourg,45.06051,-0.030663,3,21,0,D,2,2,0,1,6,952,1,,"5,5",1,0,1,50
202300002838,4,6,2023,01:20,3,033,33166,2,2,1,2,Le Bourg,45.06051,-0.030663,3,,-1,,2, -1,-1,1, -1, -1,1,, -1,1,0,1,-1
202300002952,25,3,2023,19:25,2,033,33384,1,1,8,6,Lieu Dit Guillemot,44.887533,-0.127839,4,9,-1,,2,2,0,2, -1, -1,4,, -1,1,0,3,80
202300002965,20,8,2023,11:50,1,033,33333,1,1,1,4,route du temple,44.87572,-1.046813,3,107,-1,,2,2,0,1,14,600,1,,6,1,0,1,80
202300003076,24,8,2023,05:10,5,033,33042,2,1,1,6,24 Route de Bordeaux,44.510872,-0.790656,3,D1010,-1,,2,2,0,4,87,500,2,,7,1,0,3,50
202300003094,7,6,2023,16:40,1,033,33530,2,9,1,5,Avenue de Royan,45.102244,-0.541002,3,137,-1,,2,2,3,1,14,200,1,, -1,1,5,1,50
202300003094,7,6,2023,16:40,1,033,33530,2,9,1,5,Avenue de Royan,45.102244,-0.541002,3,250,-1,,-1,2,0,1,8,750,1,, -1,1,5,1,50
202300003099,27,12,2023,18:15,5,033,33236,2,2,1,3,Route du Moulin,44.790607,-1.139102,3,3,0,,2,2,0,1,1,430,1,,4,1,5,1,50
202300003099,27,12,2023,18:15,5,033,33236,2,2,1,3,Route du Moulin,44.790607,-1.139102,3,,-1,,2,2,0,1, -1, -1,1,,4,1,5,1,50
202300003226,12,2,2023,18:10,2,033,33529,1,1,1,2,BISCAROSSE (AVE) DUNE VERS BISCA,44.58424,-1.20971,3,BISCAROSSE (AVE) DUNE VERS BISCA,0,,2,2,0,1,11,0,1,, -1,1,0,1,50
202300003243,21,8,2023,15:45,1,033,33009,2,1,1,6,GOLF (AVE DU),44.64546521,-1.18664682,4,GOLF (AVE DU),0,,2,2,0,1, -1, -1,1,, -1,1,0,3,50
202300003328,11,2,2023,10:40,1,033,33529,2,1,1,3,PARC DES EXPOSITIONS (Ave du),44.61174,-1.11995,4,PARC DES EXPOSITIONS (Ave du),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300003398,12,2,2023,11:40,1,033,33327,2,1,1,1,Super U (Supermarch̩),44.655566,-0.366223,6,,-1,,-1, -1,0,1, -1, -1,2,,4,1,0,6,50
202300003497,24,10,2023,08:00,5,033,33069,2,1,8,6,13 Boulevard Pierre 1er,44.85456,-0.593,4,PIERRE 1ER (BD ),0,,2,4,3,1, -1, -1,1,, -1,2,0,1,50
202300003499,23,10,2023,21:00,5,033,33550,2,2,3,2,Route de Toulouse,44.78173938,-0.56597453,4,,-1,,2,3,-1,1, -1, -1,1,, -1,2,5,1,50
202300003499,23,10,2023,21:00,5,033,33550,2,2,3,2,Route de Toulouse,44.78173938,-0.56597453,4,TOULOUSE (RTE DE),0,,2,5,3,1, -1, -1,1,, -1,2,5,1,50
202300003534,24,9,2023,00:30,5,033,33063,2,9,1,6,Rue du Ch̢teau d'Eau,44.83693,-0.58264,4,RUE DU CHATEAU D'EAU,0,,1,1,3,1, -1, -1,1,, -1,1,1,1,30
202300003536,23,9,2023,21:40,5,033,33063,2,5,1,3,Quai de Bacalan,44.86033,-0.55364,4,PONT Jacques CHABAN DELMAS,0,,3,6,0,2, -1, -1,1,, -1,1,5,1,50
202300003536,23,9,2023,21:40,5,033,33063,2,5,1,3,Quai de Bacalan,44.86033,-0.55364,4,QUAI DE BACALAN,0,,3,2,0,1, -1, -1,1,, -1,1,5,1,50
202300003537,22,9,2023,23:45,5,033,33281,2,4,1,3,Avenue de la Marne,44.8354,-0.6264,4,AVE DE LA MARNE,0,,2,2,1,1, -1, -1,1,, -1,1,5,1,30
202300003537,22,9,2023,23:45,5,033,33281,2,4,1,3,Avenue de la Marne,44.8354,-0.6264,4,CRS D'ORNANO,0,,1,1,0,1, -1, -1,1,, -1,1,0,1,30
202300003539,22,9,2023,19:35,2,033,33063,2,1,1,6,Cours du M̩doc,44.86371,-0.57324,4,MEDOC (CRS DU),0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300003692,13,7,2023,07:40,1,033,33039,2,2,1,1,Boulevard Jean-Jacques Bosc,44.81331,-0.55545,4,BD JEAN-JACQUES BOSC,0,,3,4,3,1, -1, -1,1,, -1,1,5,1,50
202300003692,13,7,2023,07:40,1,033,33039,2,2,1,1,Boulevard Jean-Jacques Bosc,44.81331,-0.55545,4,RUE MARC SANGNIER,0,,2,2,0,1, -1, -1,1,, -1,1,5,1,50
202300003713,23,9,2023,13:05,1,033,33366,1,1,1,6,AUTOROUTE A 10,44.985907,-0.42767,1,AUTOROUTE A 10,0,,3,6,0,1,529,700,1,, -1,1,0,1,130
202300003748,21,10,2023,02:19,3,033,33080,1,1,3,6,2297 Avenue de Toulouse,44.740847,-0.540052,3,1113,0,D,2,2,0,1,61,710,1,,7,2,0,3,80
202300003795,24,10,2023,21:55,3,033,33162,1,1,1,4,ROCADE A 630,44.87675034,-0.63256882,1,ROCADE A 630,0,,3,6,0,1,11,0,1,, -1,1,0,1,70
202300003801,24,10,2023,10:38,1,033,33249,1,1,1,4,ROCADE A 630,44.87933711,-0.53397685,1,ROCADE A 630,0,,3,6,0,2,2,799,1,, -1,1,0,1,70
202300003931,12,2,2023,17:35,1,033,33544,1,2,1,3,D1215,45.535032,-1.099255,3,1215,0,D,2,2,0,1,93,675,1,, -1,1,0,1,80
202300003931,12,2,2023,17:35,1,033,33544,1,2,1,3,D1215,45.535032,-1.099255,3,,-1,,2, -1,-1,1, -1, -1,3,, -1,1,0,1,-1
202300003933,12,2,2023,20:25,3,033,33128,1,1,1,1,Route de Goulee,45.33321,-0.91988,3,201,0,D,2,2,0,1,3,0,1,, -1,1,0,1,80
202300004145,27,11,2023,12:35,1,033,33063,1,1,2,6,ROCADE A 630,44.88364244,-0.55623114,1,ROCADE A 630,0,,3,6,0,2,4,618,3,,14,2,0,1,70
202300004149,27,11,2023,09:00,1,033,33013,1,1,2,3,ROUTE NATIONALE 230,44.84996918,-0.50386101,2,ROUTE NATIONALE 230,0,,3,6,0,1,40,299,1,, -1,2,0,1,90
202300004193,3,5,2023,16:15,1,033,33119,2,1,1,6,Avenue Ren̩ Cassagne,44.86232489,-0.51426664,4,CASSAGNE (AVE RENE),0,,3,4,2,1, -1, -1,1,, -1,1,0,1,30
202300004197,3,5,2023,11:45,1,033,33162,2,3,1,3,Avenue du M̩doc,44.88368,-0.63295,4,AVE DU MEDOC,0,,2,2,2,1, -1, -1,1,, -1,1,0,1,50
202300004197,3,5,2023,11:45,1,033,33162,2,3,1,3,Avenue du M̩doc,44.88368,-0.63295,4,RUE RAYMOND CLAVERIE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300004296,26,11,2023,18:36,5,033,33200,2,3,1,3,Avenue Pasteur,44.86697,-0.66862,4,AVE DE L'AIGLON,0,,1,1,0,1, -1, -1,1,, -1,1,5,1,50
202300004296,26,11,2023,18:36,5,033,33200,2,3,1,3,Avenue Pasteur,44.86697,-0.66862,4,AVE PASTEUR,0,,2,2,0,1, -1, -1,1,, -1,1,8,1,50
202300004301,26,11,2023,06:36,5,033,33063,2,3,1,6,Cours de la Marne,44.82877,-0.56347,4,CRS DE LA MARNE,0,,2,2,2,1, -1, -1,1,, -1,1,0,1,50
202300004301,26,11,2023,06:36,5,033,33063,2,3,1,6,Cours de la Marne,44.82877,-0.56347,4,PCE ANDRE MEUNIER DIT MUREINE,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300004382,10,2,2023,22:05,4,033,33200,2,6,1,7,Avenue de Magudas,44.8594,-0.6848,4,AVE DE MAGUDAS,0,,2,2,1,1, -1, -1,1,, -1,1,0,1,50
202300004382,10,2,2023,22:05,4,033,33200,2,6,1,7,Avenue de Magudas,44.8594,-0.6848,4,RUE DES BERLES,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300004451,24,3,2023,20:10,5,033,33281,2,2,1,2,Avenue du Truc,44.84951,-0.65584,4,AVE DES FRERES ROBINSON,0,,2,4,2,1, -1, -1,1,, -1,1,5,8,50
202300004451,24,3,2023,20:10,5,033,33281,2,2,1,2,Avenue du Truc,44.84951,-0.65584,4,AVE DU TRUC,0,,2,2,2,1, -1, -1,1,, -1,1,5,1,50
202300004453,23,3,2023,08:15,1,033,33281,2,3,1,3,Avenue de la Lib̩ration,44.86068,-0.64254,4,AVE DE LA LIBERATION,0,,2,3,2,1, -1, -1,1,, -1,1,0,1,50
202300004453,23,3,2023,08:15,1,033,33281,2,3,1,3,Avenue de la Lib̩ration,44.86068,-0.64254,4,RUE MARCEL JOUGOURD,0,,2,1,0,1, -1, -1,1,, -1,1,0,1,50
202300004456,24,3,2023,21:20,5,033,33529,2,9,1,3,LAGRUA (RUE),44.64495,-1.1578,4,LAGRUA (RUE),0,,2,3,0,1, -1, -1,1,, -1,1,0,1,50
202300004585,13,7,2023,16:40,1,033,33122,1,1,1,1,Chemin de la Croix d'Hins,44.742377,-0.69061,4,,-1,,2,2,0,1, -1, -1,2,, -1,1,0,1,80
202300004592,13,7,2023,22:47,3,033,33284,1,1,1,2,A660 PK 08+200,44.630795,-0.934181,1,660,0,A,3,2,0,1,8,200,1,,10,1,0,1,-1
202300004594,26,11,2023,14:00,1,033,33243,2,2,1,3,D1089,44.922073,-0.224681,3,1089,-1,D,2,2,0,1, -1, -1,1,,7,1,5,1,50
202300004594,26,11,2023,14:00,1,033,33243,2,2,1,3,D1089,44.922073,-0.224681,3,244,-1,D,2,2,0,1, -1, -1,1,,6,1,5,1,50
202300004621,7,6,2023,14:45,1,033,33063,1,1,1,1,Avenue de Labarde,44.89171,-0.54901,4,LABARDE (AVE DE),0,,2,3,1,1, -1, -1,1,, -1,1,0,1,50
202300004666,13,7,2023,17:55,1,033,33550,1,1,1,2,ROCADE A 630,44.77792574,-0.56380033,1,ROCADE A 630,0,,3,8,0,1,30,200,1,, -1,1,3,1,90
202300004670,13,7,2023,14:15,1,033,33550,1,1,1,3,AUTOROUTE A 62,44.76436806,-0.54877996,1,AUTOROUTE A 62,0,,3,4,0,1,1,0,1,, -1,1,0,1,110
202300004723,24,3,2023,00:00,5,033,33063,2,1,1,1,Cours du Mar̩chal Gallieni,44.82097,-0.59528,4,CRS MARECHAL GALLIENI,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300004728,22,3,2023,17:40,1,033,33281,2,5,1,3,Avenue de la Lib̩ration,44.85256,-0.64505,4,BLUM (AVE LEON),0,,2,3,0,1, -1, -1,1,, -1,1,5,1,50
202300004728,22,3,2023,17:40,1,033,33281,2,5,1,3,Avenue de la Lib̩ration,44.85256,-0.64505,4,LIBERATION (AVE DE LA),0,,3,3,2,1, -1, -1,1,, -1,1,5,1,30
202300004737,22,3,2023,16:05,1,033,33281,2,6,2,3,Avenue Jacqueline Auriol,44.8405,-0.68497,4,AVE JACQUELINE AURIOL,0,,3,3,1,1, -1, -1,2,, -1,2,0,1,50
202300004737,22,3,2023,16:05,1,033,33281,2,6,2,3,Avenue Jacqueline Auriol,44.8405,-0.68497,4,RUE ANDRE DOUSSE,0,,2,2,0,1, -1, -1,1,, -1,2,0,1,50
202300004941,12,7,2023,11:15,1,033,33529,2,1,8,1,MAGRETTE (CH. DE LA),44.63415,-1.12792,4,MAGRETTE (CH. DE LA),0,,2,2,1,1, -1, -1,3,, -1,1,0,1,30
202300004977,3,6,2023,17:30,1,033,33229,1,1,1,2,Cd106,44.77789528,-1.03359461,3,106,-1,,3,2,0,1,37,500,1,, -1,1,0,1,110
202300005213,21,8,2023,18:17,1,033,33550,1,1,1,2,ROCADE A 630,44.7784,-0.5555,1,ROCADE A 630,0,,3,6,0,1,31,399,1,, -1,1,0,1,90
202300005218,17,11,2023,16:00,1,033,33024,2,1,1,3,1 Route du Dropt,44.624878,-0.051116,3,126,0,D,-1,2,0,1,30,500,1,,4,1,0,1,50
202300005419,19,8,2023,13:55,1,033,33075,2,3,7,3,Avenue Jean Jaur̬s,44.87502,-0.59041,4,AVE JEAN JAURES,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,50
202300005419,19,8,2023,13:55,1,033,33075,2,3,7,3,Avenue Jean Jaur̬s,44.87502,-0.59041,4,RUE ALFRED BERT,0,,2,2,0,1, -1, -1,1,, -1,1,0,1,30
202300005420,19,8,2023,11:40,1,033,33063,2,1,1,2,Quai de Brazza,44.85663189,-0.5483374,4,QUAI DE BRAZZA,0,,2,4,3,1, -1, -1,1,, -1,1,0,1,50
202300005423,18,8,2023,19:06,1,033,33063,2,2,1,3,Boulevard George V,44.82533,-0.58914,4,Boulevard GEORGE V,0,,3,5,3,1, -1, -1,1,, -1,1,5,1,50
202300005423,18,8,2023,19:06,1,033,33063,2,2,1,3,Boulevard George V,44.82533,-0.58914,4,PESSAC (RUE DE),0,,2,2,0,1, -1, -1,1,, -1,1,5,1,50
202300005425,17,8,2023,20:50,1,033,33063,2,3,1,3,Boulevard Mar̩chal Leclerc,44.82981,-0.59621,4,LECLERC (BD MARECHAL),0,,3,4,3,1, -1, -1,1,, -1,1,0,1,50
202300005425,17,8,2023,20:50,1,033,33063,2,3,1,3,Boulevard Mar̩chal Leclerc,44.82981,-0.59621,4,,-1,,1, -1,0,1, -1, -1,1,, -1,1,0,1,30
202300005427,18,8,2023,17:45,1,033,33529,1,1,7,2,RD 1250 (BONNEVAL -LA HUME) - STADE,44.61342479,-1.14871502,2,RD 1250 (BONNEVAL -LA HUME) - STADE,0,,3,2,0,1,42,700,1,, -1,1,0,1,70
