IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z17CT7;358;422;5586;17.0;10.0;7.0;;;;;;Talence Libération après Suzon;Sens Entrant;;
Z18CT3;171;468;4586;1.0;-2.0;-3.0;;;;;;Gradignan Gal de Gaulle après place;Sens Sortant;;
Z19CT10;286;263;3473;-22.0;-21.0;-16.0;;;;;;Villenave d'Ornon Labro vers Bègles;Sens Entrant;;
Z19CT12;200;55;933;-20.0;-11.0;-9.0;;;;;;Villenave d'Ornon Leclerc avant Gaston;Sens Entrant;;
Z19CT15;264;124;1682;;;;;;;;;Villenave-d'Ornon Rue Jean Pages;Sens Entrant;;
Z19CT2;405;405;5967;-10.0;-8.0;-6.0;;;;;;Villenave d'Ornon 246 Route de Toulouse;Sens Entrant;;
Z19CT3;486;477;7119;3.0;1.0;4.0;;;;;;Villenave d'Ornon Toulouse Chatry/Labro;Sens Sortant;;
Z1CT11;728;661;8827;-16.0;-8.0;-12.0;;;;;;Bordeaux Quai Chartrons après  Latour;Sud > Nord;;
Z1CT15;194;184;2749;-18.0;-22.0;-13.0;;;;;;Bordeaux Martinique;Sens Entrant;;
Z1CT4;848;1140;14160;-15.0;-9.0;-13.0;;;;;;Bordeaux Quai Richelieu Aides/Cailhau;Nord > Sud;;
Z1CT5;1407;1104;16060;-8.0;-6.0;-9.0;;;;;;Bordeaux Quai Richelieu  Cailhau/Bourse;Sud > Nord;;
Z20CT2;414;538;6229;2.0;1.0;-4.0;;;;;;Bordeaux Avenue Leclerc après Monument;Sens Sortant;;
Z20CT4;619;641;7133;-10.0;-7.0;-8.0;;;;;;Bordeaux Avenue Tassigny  avant Bleuets;Sens Entrant;;
Z20CT7;;;;;;;;;;;;Bordeaux Avenue Barthou après La Cape;Sens Sortant;;
Z20CT8;;;;;;;;;;;;Bordeaux Avenue Louis Barthou avant La Cape;Sens Entrant;;
Z21CT1;302;344;3742;;;;;;;;;Bordeaux Avenue Libération avant Poincaré;Sens Sortant;;
Z21CT3;374;386;4731;;;;;;;;;Bordeaux Avenue Libération après le carrefour, avant la Rue des Ecus;Sens Sortant;;
Z22CT4;1094;957;14264;-3.0;-6.0;-5.0;;;;;;Artigues Avenue Kennedy avant 4 Pavillons;Sens Entrant;;
Z22CT7;302;405;4988;-12.0;-5.0;-8.0;;;;;;Lormont Avenue de Paris vers 4 Pavillons;Nord > Sud;;
Z23CT13;191;213;2512;;;;;;;;;Bruges Avenue Charles de Gaulle;Sud > Nord;;
Z23CT3;664;817;10079;;;;;;;;;Bruges Route du Médoc avant Croix du Vigean;Sens Sortant;;
Z23CT6;335;361;5175;;;;;;;;;Eysines Avenue du Médoc avant Route Pauillac;Sens Entrant;;
Z24CT12;819;965;11713;-4.0;-2.0;-4.0;;;;;;Le Haillan Magudas avant rocade;Sens Entrant;;
Z24CT4;496;552;6172;-8.0;-10.0;-7.0;;;;;;Le Haillan Avenue Pasteur après Chavailles;Sens Entrant;;
Z24CT7;92;336;2644;-7.0;-15.0;-12.0;;;;;;Mérignac Daudet avant Magudas;Sud > Nord;;
Z24CT8;1479;1257;16481;-3.0;0.0;-3.0;;;;;;Mérignac Magudas avant rocade;Sens Sortant;;
Z24CT9;1128;907;14408;2.0;14.0;0.0;;;;;;Mérignac Magudas après Cigale;Sens Sortant;;
Z25CT1;393;304;4106;-11.0;-5.0;-14.0;;;;;;Bordeaux Cours Bricaud après Ratabou;Sens Entrant;;
Z25CT2;;;;;;;;;;;;Bordeaux Cours Bricaud après giratoire;Sens Sortant;;
Z25CT20;405;474;4531;-39.0;-27.0;-29.0;;;;;;Bordeaux Bricaud S>N avant v‚lodrome;Sud > Nord;;
Z25CT6;243;429;4990;-8.0;1.0;-1.0;;;;;;Bordeaux Avenue 40 Journaux avant Tobeen;Sud > Nord;;
Z26CT7;85;96;1005;18.0;4.0;10.0;;;;;;Bègles Croizat après Lapelleterie;Sens Sortant;;
Z27CT1;608;568;7154;-1.0;-3.0;-3.0;;;;;;Pessac Avenue Leclerc avant Félix Faure;Sens Entrant;;
Z27CT11;384;690;7338;1.0;-2.0;-3.0;;;;;;Pessac Avenue Leclerc après Meyraud;Sens Sortant;;
Z27CT12;630;620;8009;-2.0;-3.0;-3.0;;;;;;Pessac Avenue Leclerc avant Meyraud;Sens Entrant;;
Z27CT13;223;350;3754;-9.0;-15.0;-10.0;;;;;;Pessac Haut Lévêque avant Matisse;Sud > Nord;;
Z27CT14;504;421;5289;-3.0;-22.0;-11.0;;;;;;Pessac Haut Lévêque avant Magellan;Nord > Sud;;
Z27CT15;153;260;2211;3.0;-17.0;7.0;;;;;;Pessac Avenue de Canéjan;Sens Entrant;;
Z27CT2;589;568;6615;-8.0;-11.0;-8.0;;;;;;Pessac Pasteur après Haut-Lévêque;Sens Entrant;;
Z27CT8;550;318;4300;;;;;;;;;Pessac Rue des Anciens de l'AFN;Nord > Sud;;
Z27CT9;717;896;10013;2.0;-11.0;-5.0;;;;;;Pessac Avenue du Bourghail après Monbalon;Nord > Sud;;
Z28CT4;357;190;2777;;;;;;;;;St Médard Avenue de Gaulle avant Rousseau;Sens Entrant;;
Z28CT7;559;594;7829;-2.0;0.0;-5.0;;;;;;St Médard Avenue Montaigne après Rue Capsec;Sens Entrant;;
Z29CT14;415;485;5561;-11.0;1.0;-4.0;;;;;;Cenon Avenue Jean Zay avant PP Gsc Perrault;Sens Entrant;;
Z29CT15;392;343;4457;12.0;-2.0;1.0;;;;;;Cenon Avenue Clémenceau avant 8 mai 45;Sens Sortant;;
Z29CT2;407;383;4548;-8.0;-10.0;-12.0;;;;;;Floirac Monrepos avant Cours Gambetta;Sens Entrant;;
Z29CT5;110;266;2269;-6.0;2.0;-1.0;;;;;;Bordeaux Rue Galin;Sens Sortant;;
Z29CT6;534;886;8329;-6.0;-7.0;-6.0;;;;;;Cenon Bretelle Curie vers entre 2 mers;Curie > Entre Deux Mers;;
Z2CT11;572;465;7816;-6.0;-8.0;-4.0;;;;;;Bordeaux Cours d'Albret après République;Sud > Nord;;
Z2CT15;367;481;5931;-3.0;2.0;-3.0;;;;;;Bordeaux Rue de Cursol après Joffre;Sens Sortant;;
Z2CT18;283;406;4830;-16.0;-10.0;-14.0;;;;;;Bordeaux Cours V. Hugo après Cours Pasteur;Sens Sortant;;
Z2CT19;167;233;3084;-15.0;-14.0;-13.0;;;;;;Bordeaux Rue J. Burguet après République;Nord > Sud;;
Z2CT5;274;400;4950;-10.0;-5.0;-9.0;;;;;;Bordeaux Juin après Belfort;Sens Entrant;;
Z30CT18;212;400;4466;-31.0;-25.0;-23.0;;;;;;Mérignac Avenue du Maréchal Leclerc;Sud > Nord;;
Z30CT20;140;372;3315;-18.0;-20.0;-17.0;;;;;;Mérignac Avenue Maréchal Leclerc;Sud > Nord;;
Z30CT3;534;717;9480;-15.0;-26.0;-22.0;;;;;;Mérignac Avenue Cassin avant Kennedy;Sens Entrant;;
Z30CT5;389;945;10469;-17.0;-23.0;-23.0;;;;;;Mérignac Avenue de la Somme après Mirepin;Sens Entrant;;
Z30CT6;345;702;7791;-24.0;-26.0;-23.0;;;;;;Mérignac Avenue de la Marne après 4 Chemins;Sens Entrant;;
Z30CT7;246;307;3463;-37.0;-25.0;-25.0;;;;;;Mérignac Rue de Belfort avant  4 Chemins;Sud > Nord;;
Z31CT1;552;1229;12654;70.0;0.0;0.0;;;;;;Bassens Rond point Ricard > côte de la Garonne;Sud > Nord;;
Z31CT3;251;298;3957;36.0;-3.0;-2.0;;;;;;Bassens Route de Bassens;Nord > Sud;;
Z31CT5;354;485;6780;10.0;6.0;-3.0;;;;;;Bassens Côte de la Garonne;Sud > Nord;;
Z3CT17;86;87;1339;6.0;2.0;0.0;;;;;;Bordeaux 36 Cours de l' Argonne;Sens Entrant;;
Z3CT2;608;484;7698;19.0;14.0;13.0;;;;;;Bordeaux Briand Albret après J. Burguet;Sud > Nord;;
Z3CT8;315;239;4224;;;;;;;;;Bordeaux Cours Marne après Victoire;Marne vers la gare;;
Z4CT11;619;564;7960;-7.0;-6.0;-8.0;;;;;;Bordeaux Rue Capdeville place du Prado;Sens Entrant;;
Z4CT13;415;415;5545;-6.0;-8.0;-11.0;;;;;;Bordeaux : Bonnac entrant après Sourdis;Centre Ville Entrant;;
Z4CT14;318;313;4517;-6.0;-6.0;-10.0;;;;;;Bordeaux Cours de Verdun avant Gourgues;Sud > Nord;;
Z4CT2;468;380;7206;0.0;-9.0;-10.0;;;;;;Bordeaux Allée de Tourny;place de la Comédie => place Tourny;;
Z4CT5;39;54;828;;;;;;;;;Bordeaux Cours de Tournon après la Rue Boudet;place des Quinconces => place Tourny;;
Z4CT9;343;288;5189;-7.0;-12.0;-28.0;;;;;;Bordeaux 20 Rue Judaique;Sens Sortant;;
Z5CT10;751;831;11552;-20.0;-18.0;-17.0;;;;;;Bordeaux Rue Saget après Tauzia;de Tauzia > Quais;;
Z5CT14;707;665;7762;;;;;;;;;Bordeaux Quai de Paludate;Sens Sortant;;
Z5CT19;760;633;9616;-27.0;-21.0;-22.0;;;;;;Bordeaux Rue peyronnet;Sens Entrant;;
Z5CT20;557;396;5585;;;;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers Pont de Pierre;;
Z5CT21;1028;792;9118;;;;;;;;;Bordeaux Quai de Paludate;Sens Entrant vers boulevard;;
Z5CT22;1706;1390;19920;-3.0;-6.0;-8.0;;;;;;Bordeaux Quai Ste Croix;Quais  Sud > Nord;;
Z5CT8;534;514;7361;-4.0;-6.0;-6.0;;;;;;Bordeaux Rue Domercq après Pt du Guit;Sens Entrant;;
Z6CT1;1090;969;16170;7.0;-5.0;-4.0;;;;;;Bordeaux Blvd Wilson Pasteur/Ferry;Boulevards Nord > Sud;;
Z6CT12;598;549;7395;-8.0;-10.0;-12.0;;;;;;Bordeaux Rue G. Bonnac après Wilson;Sens Entrant;;
Z6CT13;333;293;3402;-11.0;-14.0;-9.0;;;;;;Bordeaux Rue Mandel après Chevalier;Sens Entrant;;
Z6CT14;457;394;5006;1.0;-4.0;2.0;;;;;;Bordeaux Rue Lachassaigne après Mandel;Nord > Sud;;
Z6CT18;269;216;3089;-7.0;-8.0;-6.0;;;;;;Bordeaux Rue Bernard Adour après Liberté;Sens Entrant;;
Z6CT19;841;880;11114;-13.0;-12.0;-13.0;;;;;;Bordeaux Avenue République après Bel Air;Sens Sortant;;
Z6CT4;1265;1270;19256;-5.0;-6.0;-7.0;;;;;;Bordeaux Blvd Wilson Adour/Judaique;Boulevards Sud > Nord;;
Z6CT8;628;508;6479;-10.0;-6.0;-9.0;;;;;;Mérignac Avenue d'Arès avant Mondésir;Sens Entrant;;
Z7CT1;488;416;5853;-19.0;-14.0;-16.0;;;;;;Mérignac Avenue de Verdun après Ballion;Sens Sortant;;
Z7CT12;608;540;6941;-12.0;0.0;-7.0;;;;;;Mérignac Mendès-France après Verdun;Mérignac => Pessac         Nord > Sud;;
Z7CT14;172;167;2039;-22.0;-3.0;-7.0;;;;;;Mérignac Ouley après Goillot;Nord > Sud;;
Z7CT15;374;453;4833;;;;;;;;;Mérignac Avenue du Chut;Sens Entrant;;
Z7CT17;141;344;3626;-23.0;-12.0;-12.0;;;;;;Mérignac Avenue Libération après de Gaulle;Sud > Nord;;
Z7CT2;466;381;5611;-12.0;-6.0;-9.0;;;;;;Mérignac Avenue de Verdun après Dupuy;Sens Sortant;;
Z8CT12;142;242;2775;-11.0;-10.0;-10.0;;;;;;Bordeaux Avenue Thiers après Bouthier;Sens Sortant;;
Z8CT13;111;141;1710;-8.0;2.0;1.0;;;;;;Bordeaux Avenue Thiers après Stalingrad;Sens Sortant;;
Z8CT14;392;231;3447;-9.0;-3.0;-9.0;;;;;;Bordeaux Rue Sem;Sud > Nord;;
Z8CT2;52;89;733;;;;;;;;;Bordeaux Quai Queyries avant Stalingrad;Quais rive Droite  Nord > Sud;;
Z9CT16;369;528;6505;;;;;;;;;Mérignac Avenue François Mitterrand;Sens Sortant;;
Z9CT17;460;479;6933;-7.0;-6.0;-6.0;;;;;;Mérignac Avenue .Mitterrand après C. Vic;Sens Sortant;;
Z9CT9;464;607;7539;-8.0;-12.0;-14.0;;;;;;Bordeaux Avenue Larminat après Devèze;Sens Sortant;;
Z16BS;;;;;;;;;;;;Pessac 9 Avenue de Madran;Sens Sortant;;
Z12CT8;;;;;;;;;;;;Bordeaux Cours de la Somme après Monsarrat;Sens Entrant;;
Z24CT6;;;;;;;;;;;;Eysines Avenue de St Médard;Sens Entrant;;
Z2CT1;;;;;;;;;;;;Bordeaux Cours Pasteur Hugo/Dubergier;Sud > Nord;;
Z3CT1;;;;;;;;;;;;Bordeaux Rue de Pessac après A. Larrieu;Sens Entrant;;
Z3CT18;;;;;;;;;;;;Bordeaux 113 Cours d'Albret;Nord > Sud;;
Z3CT9;;;;;;;;;;;;Bordeaux 1 Cours de la Libération;Vers Rue du Tondu;;
Z4CT12;;;;;;;;;;;;Bordeaux Rue Capdeville après Judaique;Sens Sortant;;
