IDENT;HPM_VAL;HPS_VAL;MJO_VAL;HPM_%;HPS_%;MJO_%;PL_VAL;PL_%;VIT_VAL;VIT_EVO;COMMENT;NOM_VOIE;SENS_CIR;V85_VL;V85_PL
Z07AE;572;869;9859;9,76%;5,82%;6,53%;319;12,55%;30.3;-3.2;;Mérignac face 130 bis avenue de l'Yser;sens Entrant;;
Z07BE;408;376;4643;10,42%;-14,68%;4,81%;184;24,15%;36.6;-3.3;;Mérignac 20 avenue du Chut;Sens Entrant;;
Z07BS;457;390;4663;-8,26%;4,60%;5,48%;174;2,85%;35.3;-6.9;;Mérignac 20 avenue du Chut;Sens Sortant;;
Z08AS;616;688;8732;-15,33%;-10,16%;-9,52%;129;-8,61%;23.5;-1.1;;Cenon 10 av. J. Jaurès;Sens Sortant;;
Z10AE;446;513;5564;-6,50%;0,40%;-1,02%;67;-3,28%;41.3;-0.1;;Talence rue Vieille Tour Médoquine;Sens Entrant;;
Z10AS;557;508;4946;-8,77%;-5,11%;-3,32%;21;-16,48%;43.5;0.7;;Talence rue Vieille Tour Médoquine;Sens Sortant;;
Z10BS;675;625;6926;2,54%;-5,67%;-3,83%;157;-7,59%;38.6;-1.5;;Bordeaux rue Bethmann Bx II;Sens Sortant;;
Z16CS;987;643;8627;5,39%;1,00%;4,17%;273;-5,92%;40.3;-0.9;;Pessac av. de Canejan niveau rocade;Sens Sortant;;
Z16DS;960;799;10417;8,34%;-4,79%;1,30%;355;12,20%;38.9;-1.0;;Pessac 98 avenue de Saige;Sens Sortant;;
Z17CE;779;451;5238;-7,66%;1,61%;1,82%;122;5,48%;38.9;0.1;;Gradignan 14 rue Naudet;Sens Entrant;;
Z17EE;277;341;3212;-10,21%;-6,59%;-9,04%;48;-9,48%;38.0;0.1;;Talence 42 rue Lamartine;Sens Entrant;;
Z17ES;231;97;1182;-18,85%;-17,60%;-9,78%;6;4,27%;33.0;-0.5;;Talence 42 rue Lamartine;Sens Sortant;;
Z19AE;479;472;6754;-5,52%;0,35%;-0,95%;367;12,43%;38.1;1.4;;Villenave d'Ornon 335 rte Toulouse;Sens Entrant;;
Z19AS;553;576;7439;-1,69%;-7,33%;-5,81%;482;10,56%;38.4;-0.4;;Villenave d'Ornon 335 rte Toulouse;Sens Sortant;;
Z19BE;636;629;9558;-4,09%;-5,60%;-2,68%;697;-0,77%;13.3;-0.2;;Villenave d'Ornon 509 rte Toulouse;Sens Entrant;;
Z19CE;711;732;9911;-11,16%;-5,54%;-2,65%;517;-4,44%;45.0;0.2;;Villenave d'Ornon rue Pierre Proud'hon;Sens Entrant;;
Z19DS;555;543;5669;-4,50%;-15,48%;-9,70%;132;-14,75%;35.6;0.0;;Talence 177 chemin de Leysotte;Sens Sortant;;
Z20BS;524;742;6971;-3,65%;-5,10%;-1,90%;193;4,55%;32.6;0.1;;Bordeaux 193 rue Pasteur;Sens Sortant;;
Z21CE;468;393;5164;0,89%;12,84%;12,25%;96;30,43%;29.0;-1.7;;Le Bouscat 58 avenue de Tivoli;Sens Entrant;;
Z21DS;530;473;4933;36,35%;20,98%;26,53%;154;7,66%;32.9;-3.8;;Le Bouscat av. Victor Hugo;Sens Sortant;;
Z22BE;477;494;5975;12,08%;0,52%;1,22%;289;-2,68%;27.8;-0.7;;Lormont 36 avenue de Paris;Sens Entrant;;
Z22BS;372;550;5466;-10,40%;-3,70%;-2,60%;272;-9,31%;36.4;-0.3;;Lormont 36 avenue de Paris;Sens Sortant;;
Z22CE;1403;1081;16593;-1,28%;-2,29%;-1,52%;575;-1,28%;52.6;0.4;;Lormont av. Kennedy Amitié;Sens Entrant;;
Z22DE;705;788;8867;1,22%;-2,93%;0,43%;312;-8,67%;52.8;0.0;;Lormont av. de la Résistance;Sens Entrant;;
Z22DS;256;777;7509;19,48%;-0,31%;-0,52%;338;-7,91%;35.2;1.6;;Lormont av. de la Résistance;Sens Sortant;;
Z23AE;517;598;6772;-21,87%;2,68%;5,78%;167;162,04%;27.6;-8.4;;Eysines 126 av. du Taillan;Sens Entrant;;
Z23BE;468;493;6533;-4,76%;-5,17%;0,05%;464;8,48%;29.9;-4.7;;Bruges av. de Gaulle Fleuranceau Rocade;Sens Entrant;;
Z23DS;351;462;4628;10,04%;6,76%;14,01%;222;20,79%;48.3;-2.7;;Bruges rue de Fieuzal;Sens Sortant;;
Z25AE;601;658;8705;-12,86%;-11,17%;-1,43%;266;1,88%;37.5;-2.4;;Bruges allées de Boutaut;Sens Entrant;;
Z25BE;822;573;8463;-6,54%;-8,99%;0,08%;347;1,73%;28.4;-0.6;;BrugesBld Parc des Expositions;Sens Entrant;;
Z26BE;232;243;2845;-18,42%;-10,89%;-10,83%;91;-10,35%;31.9;1.5;;Begles : 98 rue Alexis Capelle;Sens Entrant;;
Z26CS;729;693;11065;-4,73%;1,81%;1,37%;575;0,76%;35.8;0.2;;Begles 60 Bld Jean-Jacques BOSC;Sud > Nord;;
Z27BE;447;616;6400;-17,55%;-2,16%;-3,84%;257;2,83%;42.3;-2.1;;Pessac av. Haut-Lévêque;Sens Entrant;;
Z29AE;671;355;4402;-7,21%;-7,31%;-0,73%;75;-4,99%;55.4;2.4;;Artigues bld de Feydeau;Sens Entrant;;
Z29AS;255;483;3597;1,66%;1,48%;0,10%;66;-2,87%;57.3;1.1;;Artigues bld de Feydeau;Sens Sortant;;
Z29BE;1717;1758;20038;-2,69%;14,39%;10,36%;605;3,42%;27.3;1.4;;Bordeaux Bld Joliot Curie après Benauge;Sens Entrant;;
Z29DS;444;856;9019;-2,09%;-0,92%;0,02%;317;6,32%;30.4;-0.2;;Cenon av. Jean Zay / bretelle rocade;Sens Sortant;;
Z30AE;395;901;10586;0,36%;-3,43%;-1,30%;140;-40,39%;48.8;-1.8;;Mérignac av. Kennedy Matosinhos Lartigue;Sens Entrant;;
Z30CS;453;449;5695;11,65%;-1,96%;0,78%;214;3,28%;32.0;-1.9;;Mérignac face au 153 avenue de la Somme;Sens Sortant;;
Z30DNS;419;514;6039;-3,53%;-6,57%;-1,71%;183;-5,58%;47.9;-1.9;;Mérignac 66 av. Pierre Mendès France;Sens Mérignac vers Pessac;;
Z30FNS;504;822;8098;-18,85%;-6,56%;-3,55%;563;-1,88%;60.6;-0.5;;Mérignac Roland GARROS;Nord > Sud;;
Z30FSN;1212;645;8884;1,35%;-16,46%;-7,39%;583;-4,38%;56.1;-1.3;;Mérignac Roland GARROS;Sud > Nord;;
Z32AE;548;495;6167;6,01%;2,91%;6,23%;345;18,08%;47.5;3.3;;Floirac 35 avenue Gaston Cabannes;Sens Entrant;;
Z1CT4;1048;1206;16416;1,19%;-1,23%;1,04%;;;;;;Bordeaux Quai Richelieu Aides/Cailhau;Nord > Sud;;
Z1CT5;1489;1088;17695;-0,28%;0,72%;-0,48%;;;;;;Bordeaux Quai Richelieu  Cailhau/Bourse;Sud > Nord;;
Z1CT13;1765;1315;21020;2,62%;2,18%;3,50%;;;;;;Bordeaux Quai Grave après Allamandier;Sud > Nord;;
Z2CT3;550;591;9466;-4,42%;-13,11%;-12,45%;;;;;;Bordeaux Crs V Hugo Bir Hakeim/Rousselle;Sens Entrant;;
Z2CT4;109;184;2409;-0,66%;-5,63%;-9,25%;;;;;;Bordeaux Alsace Lorraine avant Ausone;Sens Sortant;;
Z2CT5;313;403;5554;-4,40%;4,22%;-3,01%;;;;;;Bordeaux Juin après Belfort;Sens Entrant;;
Z2CT13;396;434;6380;-5,94%;7,16%;-3,78%;;;;;;Bordeaux Pl République vers Cursol;Sens Sortant;;
Z2CT14;158;172;2182;-2,98%;-5,17%;-4,25%;;;;;;Bordeaux Cours mal Joffre vers Burguet;Nord > Sud;;
Z2CT15;408;459;6378;-10,95%;3,97%;-6,16%;;;;;;Bordeaux Rue de Cursol après Joffre;Sens Sortant;;
Z2CT19;189;267;3551;-6,95%;-9,43%;-8,27%;;;;;;Bordeaux Rue J. Burguet après République;Nord>Sud;;
Z2CT21;299;389;4604;52,68%;66,34%;43,51%;;;;;;Bordeaux Descente => Allamandier;Bretelle N>S Descente => Allamandier;;
Z2CT22;163;142;2553;-26,73%;-22,18%;-26,12%;;;;;;Bordeaux Descente => porte Cailhau;Bretelle S>N Descente => porte Cailhau;;
Z2CT24;96;191;2659;-24,11%;-27,02%;-22,35%;;;;;;Bordeaux Alsace-Lorraine après Cheverus;Sens Sortant;;
Z3CT4;170;238;2315;4,37%;11,65%;6,30%;;;;;;Bordeaux Crs Libération Rodesse/Tondu;Libération vers Victoire;;
Z3CT6;338;312;3892;5,87%;4,57%;3,05%;;;;;;Bordeaux Crs Argonne avant Millière;Sens Entrant;;
Z3CT11;438;425;7077;4,50%;8,34%;8,38%;;;;;;Bordeaux Crs Marne après Capucins;Marne vers Victoire;;
Z3CT13;119;156;2019;-5,44%;2,55%;-2,82%;;;;;;Bordeaux 24 Rue Mouneyra;Sens Sortant;;
Z3CT17;67;74;1107;-10,91%;-11,85%;-12,51%;;;;;;Bordeaux 36 Cours de l' Argonne;Sens Entrant;;
Z3CT18;189;282;3960;-0,70%;-2,25%;-0,39%;;;;;;Bordeaux 113 Cours d'Albret;Nord > Sud;;
Z4CT2;502;427;8268;2,06%;-8,17%;0,02%;;;;;;Bordeaux Allées de Tourny;place de la Comédie => place Tourny;;
Z4CT3;790;791;12658;-0,05%;-1,09%;6,08%;;;;;;Bordeaux Crs Clémenceau après Monbadon;Nord > Sud;;
Z4CT6;309;282;4551;-14,06%;-17,10%;-11,91%;;;;;;Bordeaux Rue Bonnac après Lateulade;Sens Entrant;;
Z4CT10;303;286;4435;-1,58%;-6,83%;-2,74%;;;;;;Bordeaux Rue Michelet après St Sernin;Sens Entrant;;
Z4CT11;654;537;8218;-3,27%;-4,50%;1,58%;;;;;;Bordeaux Rue Capdeville place du Prado;Sens Entrant;;
Z4CT12;125;179;2653;-8,38%;-2,28%;-0,77%;;;;;;Bordeaux Rue Capdeville après Judaïque;Sens Sortant;;
Z4CT14;395;406;5968;3,04%;3,34%;7,62%;;;;;;Bordeaux Cours de Verdun avant Gourgues;Sud > Nord;;
Z4CT16;114;120;1475;;;;;;;;;Bordeaux Crs de Verdun avant Fondaudège;Nord > Sud;;
Z4CT19;375;369;5772;-4,41%;-3,30%;-0,86%;;;;;;Bordeaux Rue N.-Pénard après Michelet;Nord > Sud;;
Z4CT20;238;228;3285;-1,42%;-13,34%;-10,81%;;;;;;Bordeaux Allées de Bristol;Bristol > Hémicycle;;
Z5CT8;551;608;8078;3,94%;0,81%;-0,21%;;;;;;Bordeaux Rue Domercq après Pt du Guit;Sens Entrant;;
Z5CT10;881;1082;13685;2,98%;1,97%;3,76%;;;;;;Bordeaux Rue Saget après Tauzia;de Tauzia > Quais;;
Z5CT15;579;971;9034;7,78%;0,14%;3,53%;;;;;;Bordeaux Quai Deschamps;Nord > Sud;;
Z6CT3;1199;1340;19228;-0,79%;3,10%;-1,12%;;;;;;Bordeaux Blvd Antoine Gautier avant Arès;Boulevards Sud > Nord;;
Z6CT5;599;677;8711;-2,16%;6,28%;1,26%;;;;;;Bordeaux Rue Judaïque après Chevalier;Sens Sortant;;
Z6CT9;459;603;7530;-6,92%;-5,14%;-4,23%;;;;;;Mérignac Av. de Marne avant Mondésir;Sens Entrant;;
Z6CT10;951;912;12393;-2,73%;-3,00%;-2,29%;;;;;;Mérignac : Avenue d'Arès après Mondésir;Sens Entrant;;
Z6CT16;378;373;5416;7,22%;3,15%;4,40%;;;;;;Bordeaux Rue Judaïque avant Soula;Sens Sortant;;
Z6CT19;1086;1079;13685;2,35%;-1,00%;0,50%;;;;;;Bordeaux Av. République après Bel Air;Sens Sortant;;
Z7CT1;627;487;7160;-0,93%;-7,68%;-1,22%;;;;;;Mérignac Av. de Verdun après Ballion;Sens Sortant;;
Z7CT6;336;444;5448;-5,63%;-9,75%;-4,71%;;;;;;Mérignac Avenue de Verdun après Rostand;Sens Entrant;;
Z7CT12;721;564;7651;0,10%;-6,62%;-1,06%;;;;;;Mérignac Mendès-France après Verdun;Mérignac => Pessac         Nord > Sud;;
Z7CT13;179;135;1971;1,32%;-5,92%;-0,27%;;;;;;Mérignac Tassigny après Aimé Césaire;sens sortant;;
Z7CT14;217;185;2331;25,29%;-6,94%;5,50%;;;;;;Mérignac Ouley après Goillot;Nord > Sud;;
Z7CT16;390;411;4585;-0,31%;-1,43%;2,19%;;;;;;Mérignac Tassigny avant Robinson;Sens Sortant;;
Z8CT2;;;;;;;;;;;;Bordeaux Quai Queyries avant Stalingrad;Quais rive Droite  Nord > Sud;;
Z8CT3;364;342;5199;-24,17%;-21,12%;-22,38%;;;;;;Bordeaux Av. Thiers après Pt Bouthier;Sens Entrant;;
Z8CT4;473;377;6072;-17,67%;-17,52%;-17,69%;;;;;;Bordeaux Av. Thiers après Galin;Sens Entrant;;
Z8CT12;215;305;4016;-31,84%;-27,72%;-27,54%;;;;;;Bordeaux Av. Thiers après Bouthier;Sens Sortant;;
Z8CT13;188;207;2850;-37,11%;-34,42%;-36,44%;;;;;;Bordeaux Av. Thiers après Stalingrad;Sens Sortant;;
Z9CT3;967;1004;14437;-0,93%;1,68%;-2,38%;;;;;;Bordeaux Blvd Leclerc après Lecoq;Boulevards Sud > Nord;;
Z9CT8;508;597;7884;1,44%;5,96%;4,48%;;;;;;Bordeaux 130 av. Larminat après Sourdis;Sens Sortant;;
Z9CT18;643;708;9216;-2,36%;1,56%;-1,22%;;;;;;Bordeaux Blvd G Pompidou après Despagnet;Sens Entrant;;
Z9CT19;900;670;10863;2,41%;1,69%;2,95%;;;;;;Bordeaux Rue de Canolle devant Descartes;Sens Sortant;;
Z10CT1;943;1020;13446;-2,91%;-0,70%;-1,46%;;;;;;BordeauxBlvd Leclerc après Thomas;Boulevards Nord > Sud;;
Z10CT2;1000;1166;15477;5,72%;4,49%;3,74%;;;;;;Bordeaux Blvd George V après Saignat;Boulevards Nord > Sud;;
Z10CT5;;;;;;;;;;;;Bordeaux Rue F de Sourdis après Mouneyra;Sourdis N/S;;
Z10CT6;341;363;4799;-5,02%;-7,88%;-14,00%;;;;;;Bordeaux Rue de Pessac après Audeguil;Sens Sortant;;
Z10CT13;238;282;3332;-7,62%;1,79%;1,23%;;;;;;Bordeaux 245 rue du Tondu;Sens Entrant;;
Z10CT16;749;778;8803;3,31%;-2,41%;-0,83%;;;;;;Bordeaux Cours Galliéni après Quintin;Sens Sortant;;
Z10CT17;448;507;5362;-8,13%;2,50%;-2,49%;;;;;;Talence Rue Vieille Tour après Lavoisier;Sens Entrant;;
Z10CT18;1064;946;13096;-2,07%;-1,89%;-0,66%;;;;;;Bordeaux Béchade après Quintin;Sens Entrant;;
Z10CT20;873;1098;14848;-1,35%;-9,30%;-4,67%;;;;;;Bordeaux Blvd George V avant Carnot;Boulevards Nord > Sud;;
Z10CT24;430;270;3746;-7,71%;-7,91%;-4,24%;;;;;;Bordeaux Rue Audeguil après Pessac;Sud > Nord;;
Z11CT11;647;593;6220;4,27%;5,99%;5,69%;;;;;;Talence rue Goblet;Sens Entrant;;
Z11CT13;248;316;3945;-6,81%;-1,73%;-2,75%;;;;;;Bordeaux Rue Brun;Bld > Somme;;
Z11CT14;1656;1369;20204;-4,64%;-0,87%;-3,24%;;;;;;Bordeaux Blvd Roosevelt avant trémis;Boulevards Sud > Nord;;
Z11CT16;378;379;4887;-4,93%;-8,12%;-4,83%;;;;;;Talence Cours Gambetta après Roustaing;Sens Sortant;;
Z12CT1;389;421;5488;-8,47%;-19,11%;-8,16%;;;;;;Bordeaux Crs de la Somme après Monsarrat;Sens Sortant;;
Z12CT2;436;358;5533;-15,42%;-10,75%;-5,78%;;;;;;Bordeaux Rue Malbec avant Nansouty;Sens Sortant;;
Z12CT3;433;450;6152;-4,64%;-9,51%;-8,73%;;;;;;Bordeaux Crs de la Somme après rue Brun;Sens Sortant;;
Z12CT6;641;556;9706;0,83%;-0,86%;-2,41%;;;;;;Bordeaux Rte Toulouse après Suzon;Sens Entrant;;
Z12CT10;857;989;12496;2,89%;0,72%;-1,05%;;;;;;Bordeaux Blvd Albert 1er après Cabié;Nord > Sud;;
Z12CT14;250;385;3753;-5,40%;-7,70%;-8,22%;;;;;;Bordeaux Rue de Bègles après rue Aupérie;Sens Sortant;;
Z13CT1;766;883;13437;2,29%;-0,60%;1,64%;;;;;;Bordeaux Blvd Pierre 1er avant Hugo;Nord > Sud;;
Z13CT17;324;412;5328;-1,31%;1,27%;1,42%;;;;;;Bordeaux Croix Blanche;Sens Sortant;;
Z13CT19;573;454;6843;-5,43%;-4,15%;-0,39%;;;;;;Bordeaux Rue de Caudéran;Sens Entrant;;
Z13CT20;345;444;5101;-9,60%;-2,69%;-5,13%;;;;;;Bordeaux Av. d'Eysines avant F. Faure;Sens Sortant;;
Z14CT2;1177;903;15121;-0,58%;-1,13%;1,20%;;;;;;Bordeaux Blvd Godard avant Jeanvrot;Sud > Nord;;
Z14CT8;1872;2422;28217;-2,77%;0,06%;-0,90%;;;;;;Bordeaux Blvd A d'Aquitaine après Latule;Sens Sortant;;
Z14CT10;1026;1054;15229;;;-1,78%;;;;;;Bordeaux Blvd A. Daney avant Ravesies;Nord > Sud;;
Z14CT13;385;345;5502;25,69%;15,38%;13,13%;;;;;;Bordeaux Quai Chartrons;Nord > Sud;;
Z14CT22;1211;1055;13619;10,67%;7,36%;10,35%;;;;;;Bordeaux Pont Chaban Delmas;Sens Entrant;;
Z14CT23;504;553;7030;2,46%;-6,55%;-0,35%;;;;;;Bordeaux Brazza avant le pont;Sud > Nord;;
Z15CT3;499;514;7941;-3,91%;-6,30%;-2,80%;;;;;;Bordeaux Cours Portal avant Doumer;Nord > Sud;;
Z15CT10;130;150;1942;-11,08%;-2,29%;-8,42%;;;;;;Bordeaux 28 rue Course avant Doumer;de Jardin Public  > Pl P Doumer;;
Z15CT11;237;300;2747;6,66%;17,30%;2,15%;;;;;;Bordeaux Av. E. Counord après giratoire;Sens Sortant;;
Z15CT15;375;287;4313;-7,94%;-6,02%;-7,41%;;;;;;Bordeaux Rue d'Aviau avant Ducau;Sens Entrant;;
Z16CT8;249;298;3379;-48,55%;-51,51%;-55,63%;;;;;;Pessac Rue Pénard après Echoppes;Sens Sortant;;
Z17CT2;433;501;6699;4,55%;-1,39%;-1,31%;;;;;;Talence Crs de la Libération après Bdx 1;Sens Sortant;;
Z17CT4;2010;1628;22066;-4,59%;0,85%;0,17%;;;;;;Gradignan Crs de Gaulle;Sens Entrant;;
Z17CT8;675;728;8951;-6,48%;-4,09%;-9,68%;;;;;;Gradignan Cours du Général De Gaulle;Sens Entrant;;
Z17CT14;453;448;6765;3,17%;-11,41%;-4,34%;;;;;;Talence Crs de la Libération après Roul;Sens Sortant;;
Z18CT10;440;423;5321;-22,13%;-31,39%;-29,73%;;;;;;Gradignan Gal de Gaulle après Rochefort;Sens Entrant;;
Z19CT1;689;758;9335;-2,41%;-6,50%;-8,74%;;;;;;Begles Rte de Toulouse aprés Sévène;Sens Sortant;;
Z19CT2;437;449;6413;-1,95%;0,53%;-2,08%;;;;;;Villenave d'Ornon 246 Rte de Toulouse;Sens Entrant;;
Z19CT3;448;447;6911;7,30%;-1,61%;-0,83%;;;;;;Villenave d'Ornon Toulouse Chatry/Labro;Sens Sortant;;
Z19CT6;357;281;4083;-13,51%;-29,43%;-11,29%;;;;;;Villenave d'Ornon Av. Georges Clémenceau;Sens Entrant;;
Z19CT7;408;575;7344;-3,20%;4,56%;1,77%;;;;;;Villenave d'Ornon Av des Pyrénées;Sens Entrant;;
Z20CT8;316;227;3325;1,58%;-0,68%;1,95%;;;;;;Bordeaux Av. Louis Barthou avant La Cape;Sens Entrant;;
Z22CT2;471;549;5950;0,99%;-3,08%;-3,04%;;;;;;Cenon Av. de Paris après 4 Pavillons;Sens Sortant;;
Z22CT4;1440;1028;16116;4,35%;-6,51%;-2,47%;;;;;;Artigues Av. Kennedy avant 4 Pavillons;Sens Entrant;;
Z22CT7;408;462;5924;10,25%;2,33%;4,31%;;;;;;Lormont Av. de Paris vers 4 Pavillons;Nord > Sud;;
Z22CT12;394;313;3942;1,30%;-6,01%;-4,42%;;;;;;Lormont Dupin  après Resistance;Sens Entrant;;
Z23CT5;318;357;4500;-22,09%;-12,64%;-9,31%;;;;;;Eysines Rte de Pauillac avant Médoc;Sens Entrant;;
Z23CT7;483;687;9740;-22,14%;-20,06%;-18,62%;;;;;;Bruges Rte du Médoc  avant Hippodrome;Sens Entrant;;
Z23CT11;713;873;11930;-16,27%;-5,35%;-6,56%;;;;;;Eysines Av. du Médoc après G. Saux;Sens Sortant;;
Z24CT1;723;646;7484;5,13%;-4,81%;-0,32%;;;;;;Eysines Av. de St Médard après Dubrana;Sens Sortant;;
Z24CT12;869;957;11418;0,25%;2,24%;-2,69%;;;;;;Le Haillan Magudas avant rocade;Sens Entrant;;
Z25CT3;1372;1649;25983;;;;;;;;;Bordeaux Cours Bricaud après 3 Cardinaux;Sens Entrant;;
Z25CT6;207;451;4891;5,58%;2,75%;0,87%;;;;;;Bordeaux Av. 40 Journaux avant Tobeen;Sud > Nord;;
Z25CT12;581;759;8249;-10,18%;-1,38%;-2,40%;;;;;;Bordeaux Allée de Boutaut avant Laroque;Sens Sortant;;
Z25CT15;1070;1301;14122;-0,57%;3,35%;0,58%;;;;;;Bordeaux Aliénor bretelle rocade;Sens Sortant;;
Z25CT16;48;88;860;31,38%;12,03%;14,59%;;;;;;Bordeaux Cours de Quebec après Laroque;Sud > Nord;;
Z25CT17;90;217;2133;44,64%;21,16%;28,98%;;;;;;Bordeaux Quebec avant Royer;Nord > Sud;;
Z26CT1;709;797;10372;2,11%;2,79%;-0,70%;;;;;;Bordeaux Blvd Albert 1er avant Curie;Nord > Sud;;
Z26CT5;177;177;2574;-14,93%;-5,15%;-12,37%;;;;;;Bordeaux Pallière avant Carle Vernet;Sens Entrant;;
Z26CT7;126;168;1453;11,16%;15,45%;8,00%;;;;;;Bègles Croizat après Lapelleterie;Sens Sortant;;
Z27CT4;385;679;7308;-3,95%;-2,79%;-5,25%;;;;;;Pessac Av. Leclerc après Félix Faure;Sens Sortant;;
Z28CT1;240;678;7740;7,45%;-4,13%;2,02%;;;;;;St Medard Av. Descartes avant T. Gautier;Sens Sortant;;
Z28CT3;207;486;5343;0,08%;0,55%;0,36%;;;;;;St Médard Av. Montaigne;Sens Sortant;;
Z28CT6;539;384;5324;-0,79%;-0,76%;-0,98%;;;;;;St Médard Av. Montaigne avant Martin;Sens Entrant;;
Z28CT8;611;573;7911;-1,46%;-1,28%;0,66%;;;;;;St Médard Av. Descartes après Gauthier;Sens Entrant;;
Z29CT10;330;467;4599;-3,70%;-5,67%;-3,24%;;;;;;Floirac Dubedout avant Allende;Sens Sortant;;
Z29CT11;2222;1872;21972;10,77%;9,73%;10,79%;;;;;;Bordeaux Joliot Curie après Trarieux;Sens Entrant;;
Z29CT14;452;460;5529;-0,18%;-0,44%;-0,81%;;;;;;Cenon Av. Jean Zay avant PP Gsc Perrault;Sens Entrant;;
Z30CT6;514;1011;11114;4,10%;-3,59%;-0,51%;;;;;;Mérignac Av. de la Marne après4 Chemins;Sens Entrant;;
Z30CT9;704;565;8698;0,44%;-1,25%;-3,19%;;;;;;Mérignac Av. de la Marne après M. France;Sens Sortant;;
Z30CT16;418;412;5275;-2,33%;-7,35%;-1,18%;;;;;;Mérignac Av. Mendès-France;Nord > Sud;;
Z30CT21;529;514;7147;-16,84%;-12,20%;-9,22%;;;;;;Mérignac Av. de l'Alouette;Sud > Nord;;
Z30CT22;317;662;6842;-6,52%;-3,85%;0,41%;;;;;;Mérignac Av. de l'Alouette après  Somme;Nord > Sud;;
Z30CT24;163;261;2109;4,99%;2,59%;3,79%;;;;;;Mérignac Eyquems avant rue Bourly;Sens Entrant;;
Z31CT1;539;1244;12944;-8,48%;0,42%;-1,84%;;;;;;Bassens Rd p Ricard > côte de la Garonne;Sud > Nord;;
Z31CT3;303;299;4048;-8,31%;-0,98%;-1,98%;;;;;;Bassens Route de Bassens;Nord > Sud;;
Z31CT7;121;753;6247;-5,22%;0,41%;-0,01%;;;;;;Carbon Blanc Griffons avant Pasteur;Sud > Nord;;
Z05BE;421;343;4593;-8,06%;-20,96%;-21,97%;294;-37,34%;45.3;-2.3;;Bordeaux Quai Souys (près rue Bergès);Sens Entrant;;
Z06AE;636;622;7476;-4,63%;1,85%;-0,13%;193;-4,24%;43.6;-1.2;;Mérignac 44 av. de Mérignac;Sens Entrant;;
Z08AE;649;591;8270;-1,07%;-1,50%;-4,71%;255;-4,39%;21.3;-0.8;;Cenon 10 av. J. Jaurès;Sens Entrant;;
Z09AS;425;536;6587;0,31%;0,25%;-0,22%;296;-0,54%;33.8;-0.2;;Mérignac VDO;Sens Sortant;;
Z10BE;504;635;6856;-3,19%;-2,51%;-2,38%;359;-4,55%;43.3;-3.0;;Bordeaux rue Bethmann Bx II;Sens Entrant;;
Z16AS;508;458;5954;-0,97%;1,66%;6,60%;258;3,20%;41.9;-0.2;;Pessac 190 av. Jean Jaurès;Sens Sortant;;
Z16BS;514;441;5788;-11,71%;-17,83%;-12,51%;385;-13,02%;47.9;-0.3;;Pessac 9 Avenue de Madran;Sens Sortant;;
Z16CE;572;841;8340;-6,54%;1,58%;0,58%;396;-5,44%;20.6;0.0;;Pessac av. de Canejan niveau rocade;Sens Entrant;;
Z17AS;450;430;6100;6,01%;-2,87%;-0,78%;185;-3,43%;17.5;0.0;;Talence Libération Roul Peïxotto;Sens Sortant;;
Z17BE;1042;1101;14233;1,96%;0,15%;-1,16%;611;-0,67%;23.7;-0.6;;Talence Liberation Peyberland Rabelais;Sens Entrant;;
Z17BS;1063;1029;13775;5,22%;-4,87%;-1,87%;599;-2,08%;28.3;1.6;;Talence Liberation Peyberland Rabelais;Sens Sortant;;
Z17CS;304;835;5193;0,04%;3,87%;3,76%;131;7,84%;42.3;-1.5;;Gradignan 14 rue Naudet;Sens Sortant;;
Z17DE;479;373;3946;-1,05%;1,03%;1,98%;129;-2,76%;43.8;0.7;;Talence av de Thouars (face au château);Sens Entrant;;
Z19BS;677;726;9895;3,59%;8,88%;4,96%;849;3,04%;13.0;0.3;;Villenave d'Ornon 509 Rte Toulouse;Sens Sortant;;
Z19CS;771;755;9328;-2,12%;-2,17%;-3,65%;519;-2,67%;40.0;-1.0;;Villenave d'Ornon rue Pierre Proud'hon;Sens Sortant;;
Z19DE;442;393;4595;-5,12%;-1,60%;-1,35%;98;-7,13%;42.0;-1.2;;Talence 177 chemin de Leysotte;Sens Entrant;;
Z20AS;535;685;7911;-7,95%;-0,67%;-0,44%;939;-30,82%;35.7;-4.1;;Bordeaux 248 avenue Tassigny;Sens Sortant;;
Z20BE;619;555;6844;-11,76%;-2,52%;-1,81%;173;-2,30%;34.0;-0.6;;Bordeaux 193 rue Pasteur;Sens Entrant;;
Z22AS;415;796;7209;-11,03%;18,64%;4,76%;515;13,27%;52.0;-0.2;;Lormont 34 quai Elisabeth Dupeyron;Sens Sortant;;
Z22CS;800;822;15061;-9,99%;-0,19%;-1,45%;611;-0,57%;25.4;-0.4;;Lormont av. Kennedy Amitié;Sens Sortant;;
Z25AS;521;593;7139;-14,22%;-0,45%;-0,96%;202;0,87%;50.6;-0.5;;Bruges allées de Boutaut;Sens Sortant;;
Z25BS;575;984;9966;-1,05%;-5,75%;0,74%;524;3,16%;26.8;-1.4;;Bruges : Bld Parc des Expositions;Sens Sortant;;
Z26AE;684;687;8701;-11,78%;1,58%;-0,01%;402;-5,05%;38.1;0.6;;Begles rte de Courréjean;Sens Entrant;;
Z26AS;442;647;6888;-6,72%;-2,09%;-0,85%;399;0,30%;43.3;-1.5;;Begles rte de Courréjean;Sens Sortant;;
